edad,ingreso_mensual,total_deuda_actual,historial_crediticio,antiguedad_laboral,numero_dependientes,tipo_vivienda,proposito_credito,monto_credito,etiqueta_real,etiqueta_binaria,score_mihac,dictamen,y_pred,y_real,dti_mihac,dti_clasificacion,n_reglas_activadas,umbral_aplicado
26,5566.75,1948.36,2,0,1,Propia,Consumo,33400.5,1,1,61,RECHAZADO,0,1,0.35,MODERADO,3,85
48,8073.33,2018.33,2,8,1,Propia,Emergencia,50000.0,1,1,100,APROBADO,1,1,0.25,MODERADO,3,85
29,15830.21,7123.59,2,0,1,Propia,Consumo,22795.5,1,1,48,RECHAZADO,0,1,0.45,ALTO,5,85
22,3524.5,176.23,2,2,1,Propia,Consumo,10573.5,1,1,100,APROBADO,1,1,0.05,BAJO,3,80
37,3000.0,1200.0,2,2,1,Familiar,Educacion,19099.5,2,0,77,REVISION_MANUAL,0,0,0.4,ALTO,2,80
25,3000.0,750.0,2,2,1,Propia,Consumo,25137.0,1,1,87,APROBADO,1,1,0.25,MODERADO,2,85
30,59303.12,26686.4,2,2,1,Propia,Consumo,50000.0,1,1,85,APROBADO,1,1,0.45,ALTO,4,85
46,4380.0,1095.0,0,8,1,Rentada,Consumo,7665.0,1,1,30,RECHAZADO,0,1,0.25,MODERADO,2,80
51,8487.5,3819.37,0,8,1,Familiar,Consumo,12222.0,1,1,6,RECHAZADO,0,1,0.45,ALTO,3,80
41,12404.17,5581.88,0,5,1,Propia,Negocio,50000.0,1,1,29,RECHAZADO,0,1,0.45,ALTO,5,85
40,3000.0,750.0,1,8,1,Propia,Educacion,20758.5,2,0,86,APROBADO,1,0,0.25,MODERADO,3,85
66,5341.0,1869.35,0,8,1,Familiar,Consumo,16023.0,1,1,31,RECHAZADO,0,1,0.35,MODERADO,2,80
34,3965.0,1387.75,1,0,1,Propia,Consumo,41632.5,2,0,30,RECHAZADO,0,0,0.35,MODERADO,2,85
51,37951.14,13282.9,0,5,1,Propia,Consumo,50000.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
39,15289.81,3822.45,1,2,1,Propia,Consumo,50000.0,1,1,75,REVISION_MANUAL,0,1,0.25,MODERADO,2,85
22,11176.67,3911.83,2,0,1,Propia,Consumo,40236.0,1,1,72,REVISION_MANUAL,0,1,0.35,MODERADO,4,85
44,65001.56,16250.39,2,0,1,Propia,Consumo,50000.0,2,0,87,APROBADO,1,0,0.25,MODERADO,4,85
47,3396.4,509.46,2,8,1,Propia,Consumo,12736.5,1,1,100,APROBADO,1,1,0.15,BAJO,4,80
24,5081.48,1016.3,2,2,1,Rentada,Negocio,16464.0,1,1,97,APROBADO,1,1,0.2,BAJO,3,80
58,3071.25,1074.94,1,8,1,Propia,Consumo,18427.5,1,1,74,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
52,13504.17,4726.46,1,8,1,Propia,Consumo,24307.5,1,1,93,APROBADO,1,1,0.35,MODERADO,3,85
29,4942.0,1729.7,0,2,1,Propia,Negocio,14826.0,1,1,35,RECHAZADO,0,1,0.35,MODERADO,3,80
27,3021.67,1057.58,0,0,1,Propia,Consumo,13597.5,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,80
47,91962.5,18392.5,2,2,1,Familiar,Educacion,50000.0,2,0,100,APROBADO,1,0,0.2,BAJO,3,85
30,5247.67,1049.53,1,5,1,Propia,Consumo,23614.5,1,1,97,APROBADO,1,1,0.2,BAJO,3,85
28,3878.0,1357.3,0,5,1,Propia,Emergencia,11634.0,2,0,44,RECHAZADO,0,0,0.35,MODERADO,3,80
56,3000.0,1050.0,0,8,1,Propia,Consumo,6489.0,1,1,39,RECHAZADO,0,1,0.35,MODERADO,3,80
54,4931.5,1726.02,0,8,1,Propia,Consumo,14794.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
33,3000.0,1050.0,0,8,1,Propia,Consumo,8368.5,2,0,41,RECHAZADO,0,0,0.35,MODERADO,3,80
20,6329.75,1582.44,0,8,1,Rentada,Consumo,37978.5,1,1,0,RECHAZADO,0,1,0.0,N/A,0,80
54,4613.0,230.65,2,8,1,Propia,Consumo,13839.0,1,1,100,APROBADO,1,1,0.05,BAJO,4,80
58,17224.54,6028.59,1,0,1,Rentada,Negocio,50000.0,2,0,42,RECHAZADO,0,0,0.35,MODERADO,3,85
61,7042.0,1760.5,0,5,1,Propia,Educacion,21126.0,1,1,52,RECHAZADO,0,1,0.25,MODERADO,4,85
34,6118.0,1223.6,2,2,1,Propia,Negocio,27531.0,1,1,100,APROBADO,1,1,0.2,BAJO,3,85
36,3000.0,1050.0,0,8,1,Propia,Consumo,24538.5,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,85
36,20582.92,7204.02,0,5,1,Rentada,Consumo,50000.0,1,1,41,RECHAZADO,0,1,0.35,MODERADO,2,85
41,3000.0,600.0,2,8,1,Rentada,Consumo,15424.5,1,1,99,APROBADO,1,1,0.2,BAJO,2,80
24,3000.0,1050.0,2,5,1,Rentada,Consumo,24391.5,1,1,92,APROBADO,1,1,0.35,MODERADO,2,85
24,9061.11,3171.39,0,2,1,Propia,Consumo,9786.0,1,1,24,RECHAZADO,0,1,0.35,MODERADO,2,80
35,8955.33,3134.37,0,5,1,Rentada,Consumo,20149.5,1,1,33,RECHAZADO,0,1,0.35,MODERADO,2,85
26,17828.12,4457.03,2,0,1,Rentada,Consumo,25672.5,1,1,61,RECHAZADO,0,1,0.25,MODERADO,3,85
39,43523.96,15233.39,0,2,1,Propia,Consumo,50000.0,2,0,40,RECHAZADO,0,0,0.35,MODERADO,2,85
39,31393.06,14126.88,2,8,1,Propia,Consumo,50000.0,2,0,100,APROBADO,1,0,0.45,ALTO,5,85
32,44318.75,15511.56,2,5,1,Propia,Consumo,50000.0,1,1,100,APROBADO,1,1,0.35,MODERADO,4,85
30,84448.44,21112.11,1,0,1,Propia,Consumo,50000.0,1,1,57,RECHAZADO,0,1,0.25,MODERADO,3,85
35,26437.5,2643.75,2,8,1,Propia,Negocio,14805.0,1,1,100,APROBADO,1,1,0.1,BAJO,5,80
31,63393.75,19018.13,0,8,1,Propia,Negocio,15214.5,1,1,71,REVISION_MANUAL,0,1,0.3,MODERADO,4,80
23,3000.0,1050.0,2,0,1,Rentada,Educacion,4116.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,4,80
28,20287.04,7100.46,2,5,1,Rentada,Consumo,50000.0,1,1,100,APROBADO,1,1,0.35,MODERADO,3,85
25,9164.17,3665.67,0,2,1,Propia,Consumo,50000.0,2,0,17,RECHAZADO,0,0,0.4,ALTO,2,85
35,8166.67,816.67,1,8,1,Propia,Consumo,17640.0,1,1,100,APROBADO,1,1,0.1,BAJO,4,80
47,3130.75,782.69,0,8,1,Propia,Consumo,37569.0,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,85
30,7174.0,1793.5,1,5,1,Propia,Consumo,50000.0,2,0,79,REVISION_MANUAL,0,0,0.25,MODERADO,2,85
27,18655.0,4663.75,0,0,1,Rentada,Consumo,22386.0,1,1,0,RECHAZADO,0,1,0.25,MODERADO,2,85
23,34053.41,3405.34,0,2,1,Propia,Consumo,44950.5,2,0,43,RECHAZADO,0,0,0.1,BAJO,2,85
36,11501.39,1150.14,0,5,1,Propia,Consumo,24843.0,1,1,52,RECHAZADO,0,1,0.1,BAJO,3,85
25,5097.22,1784.03,1,2,1,Propia,Consumo,19267.5,2,0,68,REVISION_MANUAL,0,0,0.35,MODERADO,2,80
41,6769.0,2369.15,0,8,1,Rentada,Consumo,40614.0,1,1,32,RECHAZADO,0,1,0.35,MODERADO,2,85
24,8594.44,3008.05,2,2,1,Rentada,Consumo,18564.0,1,1,81,APROBADO,1,1,0.35,MODERADO,2,80
63,3280.2,1148.07,0,8,1,Familiar,Consumo,8200.5,1,1,29,RECHAZADO,0,1,0.35,MODERADO,2,80
27,4489.33,1122.33,2,0,1,Rentada,Consumo,20202.0,2,0,42,RECHAZADO,0,0,0.25,MODERADO,2,85
30,7423.5,2598.22,0,2,1,Propia,Consumo,22270.5,1,1,25,RECHAZADO,0,1,0.35,MODERADO,2,85
40,3000.0,1050.0,1,2,1,Propia,Consumo,7360.5,1,1,67,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
30,3000.0,1050.0,2,2,1,Propia,Emergencia,6709.5,2,0,99,APROBADO,1,0,0.35,MODERADO,3,80
34,6510.0,2278.5,0,0,1,Propia,Consumo,19530.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,80
29,17009.03,5953.16,0,2,1,Propia,Consumo,36739.5,2,0,31,RECHAZADO,0,0,0.35,MODERADO,2,85
24,46413.28,11603.32,2,5,1,Propia,Consumo,50000.0,1,1,100,APROBADO,1,1,0.25,MODERADO,4,85
29,8034.83,3213.93,0,2,1,Propia,Educacion,50000.0,2,0,27,RECHAZADO,0,0,0.4,ALTO,3,85
27,15796.67,7108.5,2,0,1,Propia,Consumo,28434.0,1,1,48,RECHAZADO,0,1,0.45,ALTO,5,85
47,4629.33,2083.2,2,2,1,Familiar,Consumo,20832.0,1,1,47,RECHAZADO,0,1,0.45,ALTO,2,85
21,14793.33,2958.67,2,5,1,Propia,Consumo,50000.0,1,1,100,APROBADO,1,1,0.2,BAJO,4,85
38,4340.0,1085.0,0,8,1,Propia,Consumo,13020.0,1,1,42,RECHAZADO,0,1,0.25,MODERADO,3,80
27,27912.5,1395.62,0,2,1,Propia,Consumo,50000.0,1,1,44,RECHAZADO,0,1,0.05,BAJO,2,85
66,3000.0,300.0,2,2,1,Propia,Consumo,8043.0,2,0,100,APROBADO,1,0,0.1,BAJO,3,80
35,7638.4,2673.44,0,5,1,Propia,Consumo,28644.0,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,85
44,13715.62,4800.47,2,2,1,Rentada,Consumo,19750.5,1,1,86,APROBADO,1,1,0.35,MODERADO,2,80
27,10339.58,516.98,2,0,1,Propia,Consumo,7444.5,1,1,79,REVISION_MANUAL,0,1,0.05,BAJO,4,80
30,5594.17,1957.96,2,0,1,Propia,Consumo,50000.0,1,1,61,RECHAZADO,0,1,0.35,MODERADO,3,85
27,7380.25,2583.09,1,2,1,Propia,Consumo,35868.0,1,1,60,RECHAZADO,0,1,0.35,MODERADO,1,85
22,11968.06,4188.82,1,2,1,Propia,Consumo,25851.0,2,0,71,REVISION_MANUAL,0,0,0.35,MODERADO,2,85
23,4576.0,1601.6,0,0,1,Propia,Consumo,24024.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,85
30,3120.25,624.05,2,5,1,Propia,Negocio,37443.0,1,1,100,APROBADO,1,1,0.2,BAJO,4,85
39,37625.0,13168.75,0,8,1,Propia,Consumo,9030.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
51,3000.0,600.0,0,5,1,Propia,Consumo,7161.0,1,1,46,RECHAZADO,0,1,0.2,BAJO,3,80
28,8703.01,3046.05,0,2,1,Propia,Consumo,50000.0,1,1,26,RECHAZADO,0,1,0.35,MODERADO,2,85
46,3691.33,184.57,0,8,1,Propia,Consumo,16611.0,1,1,46,RECHAZADO,0,1,0.05,BAJO,3,80
42,19629.17,5888.75,2,8,1,Familiar,Consumo,14133.0,1,1,100,APROBADO,1,1,0.3,MODERADO,3,80
38,50505.0,17676.75,2,2,1,Propia,Consumo,20202.0,1,1,100,APROBADO,1,1,0.35,MODERADO,3,85
24,6822.67,2387.93,2,2,1,Propia,Consumo,50000.0,1,1,88,APROBADO,1,1,0.35,MODERADO,2,85
29,28284.38,1414.22,0,8,1,Rentada,Consumo,50000.0,1,1,51,RECHAZADO,0,1,0.05,BAJO,2,85
36,12192.25,2438.45,0,5,1,Rentada,Negocio,50000.0,1,1,52,RECHAZADO,0,1,0.2,BAJO,3,85
20,9347.92,3271.77,1,2,1,Rentada,Consumo,13461.0,2,0,39,RECHAZADO,0,0,0.35,MODERADO,2,80
48,8348.15,1669.63,0,8,1,Propia,Emergencia,13524.0,1,1,52,RECHAZADO,0,1,0.2,BAJO,3,80
45,3000.0,1350.0,1,8,1,Propia,Educacion,3559.5,1,1,71,REVISION_MANUAL,0,1,0.45,ALTO,5,80
38,12804.17,3841.25,2,5,1,Propia,Consumo,36876.0,1,1,100,APROBADO,1,1,0.3,MODERADO,4,85
34,83037.5,20759.38,0,2,1,Propia,Consumo,19929.0,1,1,40,RECHAZADO,0,1,0.25,MODERADO,2,80
36,6980.56,1396.11,0,8,1,Propia,Consumo,30156.0,1,1,49,RECHAZADO,0,1,0.2,BAJO,3,85
30,3000.0,1050.0,0,0,1,Propia,Consumo,11077.5,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,80
36,3533.6,353.36,2,5,1,Propia,Consumo,13251.0,1,1,100,APROBADO,1,1,0.1,BAJO,4,80
70,63945.0,28775.25,2,0,1,Familiar,Consumo,50000.0,1,1,40,RECHAZADO,0,1,0.45,ALTO,4,85
36,3000.0,300.0,2,8,1,Propia,Consumo,9544.5,1,1,100,APROBADO,1,1,0.1,BAJO,4,80
32,130287.5,13028.75,2,2,1,Propia,Consumo,31269.0,1,1,100,APROBADO,1,1,0.1,BAJO,3,85
33,3000.0,1050.0,1,0,1,Propia,Consumo,11875.5,2,0,39,RECHAZADO,0,0,0.35,MODERADO,3,80
20,6021.27,301.06,2,0,1,Propia,Consumo,16558.5,1,1,62,REVISION_MANUAL,0,1,0.05,BAJO,5,80
25,14481.25,5068.44,2,5,1,Rentada,Consumo,41706.0,1,1,100,APROBADO,1,1,0.35,MODERADO,3,85
31,3386.25,1185.19,0,8,1,Propia,Negocio,20317.5,2,0,53,RECHAZADO,0,0,0.35,MODERADO,4,85
33,3000.0,1050.0,0,8,1,Rentada,Consumo,9975.0,2,0,29,RECHAZADO,0,0,0.35,MODERADO,2,80
26,3000.0,1050.0,2,2,1,Propia,Consumo,8011.5,1,1,97,APROBADO,1,1,0.35,MODERADO,3,80
34,5016.67,1755.83,0,0,1,Propia,Consumo,21672.0,2,0,0,RECHAZADO,0,0,0.35,MODERADO,3,85
33,7423.5,2598.22,2,2,1,Propia,Consumo,14847.0,1,1,100,APROBADO,1,1,0.35,MODERADO,3,80
26,14225.0,4978.75,0,0,1,Propia,Educacion,35847.0,2,0,11,RECHAZADO,0,0,0.35,MODERADO,4,85
53,10479.0,3667.65,2,0,1,Propia,Consumo,50000.0,2,0,64,RECHAZADO,0,0,0.35,MODERADO,3,85
42,18790.62,6576.72,1,2,1,Propia,Consumo,27058.5,1,1,78,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
52,3000.0,300.0,0,8,1,Propia,Consumo,3549.0,1,1,46,RECHAZADO,0,1,0.1,BAJO,3,80
31,6870.5,2404.67,2,5,1,Rentada,Consumo,20611.5,1,1,100,APROBADO,1,1,0.35,MODERADO,3,85
65,3000.0,1050.0,0,8,1,Propia,Consumo,5995.5,1,1,39,RECHAZADO,0,1,0.35,MODERADO,3,80
28,69795.83,24428.54,0,0,1,Propia,Negocio,50000.0,2,0,24,RECHAZADO,0,0,0.35,MODERADO,4,85
30,10828.12,4331.25,0,2,1,Propia,Negocio,46777.5,2,0,29,RECHAZADO,0,0,0.4,ALTO,3,85
40,3294.0,823.5,1,2,1,Propia,Consumo,17293.5,2,0,57,RECHAZADO,0,0,0.25,MODERADO,1,80
50,6609.75,330.49,0,2,1,Propia,Consumo,39658.5,1,1,29,RECHAZADO,0,1,0.05,BAJO,2,85
36,3000.0,1350.0,0,8,1,Propia,Consumo,9282.0,2,0,16,RECHAZADO,0,0,0.45,ALTO,4,80
31,3808.0,1332.8,0,2,1,Propia,Consumo,14280.0,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,80
74,49865.28,22439.38,2,8,1,Familiar,Consumo,50000.0,2,0,92,APROBADO,1,0,0.45,ALTO,4,85
68,6425.78,2249.02,0,0,1,Familiar,Consumo,12337.5,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,80
20,3000.0,600.0,1,5,1,Propia,Consumo,7077.0,2,0,92,APROBADO,1,0,0.2,BAJO,5,80
33,47308.33,21288.75,1,2,1,Propia,Consumo,34062.0,1,1,55,RECHAZADO,0,1,0.45,ALTO,3,85
54,16738.02,836.9,2,2,1,Propia,Negocio,48205.5,2,0,100,APROBADO,1,0,0.05,BAJO,4,85
34,3363.5,672.7,1,5,1,Familiar,Negocio,40362.0,2,0,98,APROBADO,1,0,0.2,BAJO,3,85
36,6090.0,2131.5,2,2,1,Propia,Negocio,41107.5,2,0,100,APROBADO,1,0,0.35,MODERADO,3,85
29,30741.67,10759.58,2,5,1,Rentada,Consumo,22134.0,1,1,100,APROBADO,1,1,0.35,MODERADO,3,85
21,3000.0,600.0,2,2,1,Rentada,Consumo,31825.5,2,0,72,REVISION_MANUAL,0,0,0.2,BAJO,1,85
34,14593.06,5107.57,0,8,1,Propia,Educacion,15760.5,2,0,59,RECHAZADO,0,0,0.35,MODERADO,4,80
28,60462.5,21161.88,0,2,1,Propia,Consumo,14511.0,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,80
27,3328.5,998.55,2,0,1,Rentada,Consumo,9985.5,2,0,51,RECHAZADO,0,0,0.3,MODERADO,3,80
36,4830.0,1690.5,2,8,1,Familiar,Consumo,28980.0,1,1,97,APROBADO,1,1,0.35,MODERADO,2,85
40,10026.33,3509.22,0,8,1,Propia,Consumo,45118.5,2,0,46,RECHAZADO,0,0,0.35,MODERADO,3,85
52,4368.0,436.8,0,8,1,Propia,Educacion,9828.0,1,1,57,RECHAZADO,0,1,0.1,BAJO,4,80
27,4088.0,1430.8,1,2,1,Propia,Consumo,12264.0,1,1,68,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
26,11055.25,3869.34,0,5,1,Propia,Negocio,50000.0,1,1,58,RECHAZADO,0,1,0.35,MODERADO,4,85
21,3157.0,1104.95,1,5,1,Rentada,Educacion,9471.0,2,0,82,APROBADO,1,0,0.35,MODERADO,3,80
38,5232.5,1831.37,0,8,1,Propia,Consumo,15697.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
38,20655.83,7229.54,0,8,1,Familiar,Consumo,50000.0,1,1,43,RECHAZADO,0,1,0.35,MODERADO,2,85
43,6772.5,2370.38,0,8,1,Propia,Consumo,20317.5,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,85
26,4984.0,1744.4,0,5,1,Propia,Consumo,14952.0,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
21,23945.83,9578.33,1,2,1,Propia,Negocio,50000.0,1,1,83,REVISION_MANUAL,0,1,0.4,ALTO,3,85
55,6868.75,343.44,2,5,1,Propia,Consumo,14836.5,1,1,100,APROBADO,1,1,0.05,BAJO,4,80
33,89658.33,22414.58,0,2,1,Propia,Consumo,32277.0,1,1,40,RECHAZADO,0,1,0.25,MODERADO,2,85
45,9321.18,2330.3,2,8,1,Propia,Consumo,40267.5,1,1,100,APROBADO,1,1,0.25,MODERADO,3,85
50,17153.24,6861.3,0,0,1,Propia,Negocio,50000.0,2,0,5,RECHAZADO,0,0,0.4,ALTO,4,85
66,3000.0,1050.0,1,8,1,Propia,Negocio,20034.0,2,0,88,APROBADO,1,0,0.35,MODERADO,3,85
51,3899.0,974.75,0,8,1,Propia,Consumo,35091.0,1,1,42,RECHAZADO,0,1,0.25,MODERADO,3,85
39,40775.0,10193.75,0,5,1,Propia,Educacion,9786.0,1,1,69,REVISION_MANUAL,0,1,0.25,MODERADO,4,80
