edad,ingreso_mensual,total_deuda_actual,historial_crediticio,antiguedad_laboral,numero_dependientes,tipo_vivienda,proposito_credito,monto_credito,etiqueta_real,etiqueta_binaria,score_mihac,dictamen,y_pred,y_real,dti_mihac,dti_clasificacion,n_reglas_activadas,umbral_aplicado
28,60462.5,21161.88,0,2,1,Propia,Consumo,14511.0,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,80
52,4368.0,436.8,0,8,1,Propia,Educacion,9828.0,1,1,57,RECHAZADO,0,1,0.1,BAJO,4,80
27,4088.0,1430.8,1,2,1,Propia,Consumo,12264.0,1,1,68,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
26,11055.25,3869.34,0,5,1,Propia,Negocio,50000.0,1,1,58,RECHAZADO,0,1,0.35,MODERADO,4,85
38,5232.5,1831.37,0,8,1,Propia,Consumo,15697.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
38,20655.83,7229.54,0,8,1,Familiar,Consumo,50000.0,1,1,43,RECHAZADO,0,1,0.35,MODERADO,2,85
43,6772.5,2370.38,0,8,1,Propia,Consumo,20317.5,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,85
26,4984.0,1744.4,0,5,1,Propia,Consumo,14952.0,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
21,23945.83,9578.33,1,2,1,Propia,Negocio,50000.0,1,1,83,REVISION_MANUAL,0,1,0.4,ALTO,3,85
33,89658.33,22414.58,0,2,1,Propia,Consumo,32277.0,1,1,40,RECHAZADO,0,1,0.25,MODERADO,2,85
51,3899.0,974.75,0,8,1,Propia,Consumo,35091.0,1,1,42,RECHAZADO,0,1,0.25,MODERADO,3,85
39,40775.0,10193.75,0,5,1,Propia,Educacion,9786.0,1,1,69,REVISION_MANUAL,0,1,0.25,MODERADO,4,80
31,10059.26,4526.67,0,5,1,Propia,Negocio,32592.0,1,1,28,RECHAZADO,0,1,0.45,ALTO,5,85
24,11014.06,3854.92,1,2,1,Rentada,Consumo,31720.5,1,1,52,RECHAZADO,0,1,0.35,MODERADO,1,85
26,3000.0,1350.0,2,0,1,Propia,Consumo,6562.5,1,1,44,RECHAZADO,0,1,0.45,ALTO,5,80
23,4200.0,1470.0,1,2,1,Rentada,Educacion,12600.0,1,1,58,RECHAZADO,0,1,0.35,MODERADO,2,80
30,3000.0,1350.0,2,2,1,Propia,Consumo,7423.5,1,1,72,REVISION_MANUAL,0,1,0.45,ALTO,4,80
32,5211.5,1302.88,0,2,1,Propia,Negocio,31269.0,1,1,35,RECHAZADO,0,1,0.25,MODERADO,3,85
27,3048.5,1066.97,1,2,1,Propia,Emergencia,27436.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,1,85
22,5510.75,2479.84,1,0,1,Familiar,Consumo,33064.5,1,1,0,RECHAZADO,0,1,0.45,ALTO,2,85
42,33775.0,11821.25,0,5,1,Propia,Consumo,16212.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,80
35,4518.5,1581.48,0,2,1,Propia,Consumo,13555.5,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,80
27,5760.42,2016.15,0,2,1,Propia,Negocio,12442.5,1,1,36,RECHAZADO,0,1,0.35,MODERADO,3,80
52,3000.0,1050.0,0,8,1,Propia,Consumo,7528.5,1,1,41,RECHAZADO,0,1,0.35,MODERADO,3,80
35,8428.0,2528.4,1,2,1,Rentada,Consumo,12642.0,1,1,53,RECHAZADO,0,1,0.3,MODERADO,1,80
39,6475.0,323.75,0,5,1,Propia,Consumo,6993.0,1,1,48,RECHAZADO,0,1,0.05,BAJO,3,80
35,15133.85,3026.77,0,2,1,Propia,Consumo,43585.5,1,1,35,RECHAZADO,0,1,0.2,BAJO,2,85
27,32453.75,8113.44,0,2,1,Propia,Consumo,50000.0,1,1,40,RECHAZADO,0,1,0.25,MODERADO,2,85
35,4697.0,1643.95,0,2,1,Propia,Consumo,28182.0,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,85
57,4406.18,881.24,0,0,1,Propia,Consumo,12117.0,1,1,0,RECHAZADO,0,1,0.2,BAJO,3,80
27,12082.29,4228.8,1,2,1,Propia,Consumo,17398.5,1,1,73,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
55,3000.0,1050.0,1,8,1,Propia,Consumo,16831.5,1,1,76,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
36,25773.61,9020.76,0,8,1,Familiar,Consumo,50000.0,1,1,46,RECHAZADO,0,1,0.35,MODERADO,2,85
57,20037.5,9016.88,0,8,1,Familiar,Educacion,28854.0,1,1,20,RECHAZADO,0,1,0.45,ALTO,4,85
32,7180.83,2513.29,0,8,1,Propia,Consumo,12925.5,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,80
36,7354.67,1838.67,0,8,1,Propia,Negocio,50000.0,1,1,56,RECHAZADO,0,1,0.25,MODERADO,4,85
38,3000.0,1200.0,2,0,1,Propia,Consumo,16096.5,1,1,54,RECHAZADO,0,1,0.4,ALTO,3,80
37,6815.28,681.53,0,5,1,Rentada,Consumo,14721.0,1,1,37,RECHAZADO,0,1,0.1,BAJO,2,80
36,10647.88,2661.97,2,0,1,Familiar,Consumo,50000.0,1,1,49,RECHAZADO,0,1,0.25,MODERADO,2,85
26,11686.11,4090.14,0,2,1,Propia,Consumo,25242.0,1,1,28,RECHAZADO,0,1,0.35,MODERADO,2,85
29,3326.75,665.35,2,2,1,Rentada,Consumo,19960.5,1,1,74,REVISION_MANUAL,0,1,0.2,BAJO,1,80
23,13097.78,654.89,0,8,1,Rentada,Consumo,35364.0,1,1,39,RECHAZADO,0,1,0.05,BAJO,2,85
63,4256.0,1064.0,0,8,1,Propia,Consumo,15960.0,1,1,40,RECHAZADO,0,1,0.25,MODERADO,3,80
37,6786.5,1357.3,0,0,1,Propia,Consumo,40719.0,1,1,2,RECHAZADO,0,1,0.2,BAJO,3,85
35,59883.51,20959.23,1,0,1,Propia,Consumo,50000.0,1,1,57,RECHAZADO,0,1,0.35,MODERADO,3,85
26,4189.5,1466.32,1,5,1,Propia,Consumo,50000.0,1,1,77,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
31,13821.35,2764.27,0,0,1,Familiar,Consumo,50000.0,1,1,0,RECHAZADO,0,1,0.2,BAJO,2,85
44,23402.6,8190.91,0,8,1,Familiar,Consumo,50000.0,1,1,45,RECHAZADO,0,1,0.35,MODERADO,2,85
56,4796.0,1678.6,0,8,1,Familiar,Consumo,50000.0,1,1,30,RECHAZADO,0,1,0.35,MODERADO,2,85
46,6675.38,2336.38,0,8,1,Propia,Negocio,50000.0,1,1,55,RECHAZADO,0,1,0.35,MODERADO,4,85
20,102265.62,25566.4,2,0,1,Rentada,Consumo,49087.5,1,1,55,RECHAZADO,0,1,0.25,MODERADO,4,85
32,7625.0,381.25,0,5,1,Propia,Consumo,28822.5,1,1,49,RECHAZADO,0,1,0.05,BAJO,3,85
49,4359.6,1525.86,0,5,1,Propia,Consumo,10899.0,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,80
22,3000.0,1050.0,2,2,1,Rentada,Consumo,2898.0,1,1,77,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
40,6539.41,2288.79,2,0,1,Familiar,Consumo,50000.0,1,1,46,RECHAZADO,0,1,0.35,MODERADO,2,85
26,13668.23,4783.88,2,0,1,Propia,Consumo,39364.5,1,1,76,REVISION_MANUAL,0,1,0.35,MODERADO,4,85
38,5162.5,1806.87,1,2,1,Propia,Consumo,7434.0,1,1,68,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
32,3000.0,1050.0,0,2,1,Propia,Educacion,7360.5,1,1,32,RECHAZADO,0,1,0.35,MODERADO,3,80
27,63752.5,22313.38,0,8,1,Propia,Consumo,38251.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
34,10609.38,3713.28,1,5,1,Familiar,Consumo,30555.0,1,1,81,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
28,6204.33,310.22,1,2,1,Propia,Consumo,27919.5,1,1,64,RECHAZADO,0,1,0.05,BAJO,1,85
36,3000.0,1050.0,0,2,1,Propia,Consumo,10794.0,1,1,22,RECHAZADO,0,1,0.35,MODERADO,2,80
39,111496.88,39023.91,0,5,1,Propia,Consumo,35679.0,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
49,42298.96,10574.74,0,8,1,Rentada,Consumo,50000.0,1,1,47,RECHAZADO,0,1,0.25,MODERADO,2,85
75,24117.19,8441.02,0,0,1,Familiar,Consumo,50000.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,85
23,14141.35,4949.47,2,0,1,Propia,Consumo,22060.5,1,1,74,REVISION_MANUAL,0,1,0.35,MODERADO,4,85
28,7295.75,2553.51,1,2,1,Propia,Consumo,43774.5,1,1,60,RECHAZADO,0,1,0.35,MODERADO,1,85
24,20938.02,7328.31,0,0,1,Familiar,Educacion,50000.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,85
25,46856.25,4685.62,2,0,1,Rentada,Consumo,33736.5,1,1,74,REVISION_MANUAL,0,1,0.1,BAJO,3,85
43,4085.2,1429.82,0,2,1,Propia,Consumo,15319.5,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,80
23,3000.0,1050.0,0,0,1,Propia,Consumo,9261.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,80
23,41103.12,4110.31,2,0,1,Rentada,Consumo,39459.0,1,1,72,REVISION_MANUAL,0,1,0.1,BAJO,3,85
34,76256.25,15251.25,0,2,1,Propia,Negocio,18301.5,1,1,57,RECHAZADO,0,1,0.2,BAJO,3,80
23,36050.0,12617.5,2,0,1,Rentada,Consumo,12978.0,1,1,67,REVISION_MANUAL,0,1,0.35,MODERADO,3,80
38,15696.53,3924.13,0,0,1,Propia,Consumo,33904.5,1,1,2,RECHAZADO,0,1,0.25,MODERADO,3,85
49,50990.62,12747.66,0,8,1,Propia,Consumo,24475.5,1,1,59,RECHAZADO,0,1,0.25,MODERADO,3,85
36,16384.38,6553.75,1,2,1,Propia,Consumo,23593.5,1,1,66,REVISION_MANUAL,0,1,0.4,ALTO,2,85
27,12476.85,4366.9,0,5,1,Propia,Consumo,40425.0,1,1,47,RECHAZADO,0,1,0.35,MODERADO,3,85
22,53229.17,18630.21,1,0,1,Rentada,Consumo,38325.0,1,1,37,RECHAZADO,0,1,0.35,MODERADO,2,85
33,19671.3,6884.95,0,8,1,Propia,Consumo,50000.0,1,1,52,RECHAZADO,0,1,0.35,MODERADO,3,85
23,56332.5,19716.38,0,0,1,Rentada,Consumo,22533.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,85
63,20060.83,7021.29,0,8,1,Familiar,Consumo,50000.0,1,1,40,RECHAZADO,0,1,0.35,MODERADO,2,85
34,11277.78,3947.22,0,0,1,Propia,Consumo,24360.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,85
36,7050.0,1762.5,0,8,1,Familiar,Consumo,8883.0,1,1,34,RECHAZADO,0,1,0.25,MODERADO,2,80
52,3000.0,600.0,0,2,1,Propia,Consumo,3801.0,1,1,27,RECHAZADO,0,1,0.2,BAJO,2,80
39,4645.2,1161.3,1,5,1,Propia,Consumo,23226.0,1,1,77,REVISION_MANUAL,0,1,0.25,MODERADO,2,85
26,4655.0,1629.25,2,0,1,Propia,Consumo,13965.0,1,1,70,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
26,12460.0,2492.0,0,2,1,Propia,Negocio,44856.0,1,1,45,RECHAZADO,0,1,0.2,BAJO,3,85
25,10879.17,3807.71,0,2,1,Propia,Consumo,23499.0,1,1,27,RECHAZADO,0,1,0.35,MODERADO,2,85
21,3000.0,750.0,2,0,1,Rentada,Consumo,11823.0,1,1,49,RECHAZADO,0,1,0.25,MODERADO,3,80
40,17206.0,6882.4,0,0,1,Propia,Consumo,50000.0,1,1,0,RECHAZADO,0,1,0.4,ALTO,3,85
27,13568.33,2713.67,0,2,1,Propia,Negocio,24423.0,1,1,46,RECHAZADO,0,1,0.2,BAJO,3,85
19,21503.12,1075.16,2,0,1,Rentada,Consumo,10321.5,1,1,54,RECHAZADO,0,1,0.05,BAJO,4,80
39,7896.88,3553.6,1,5,1,Familiar,Consumo,34114.5,1,1,41,RECHAZADO,0,1,0.45,ALTO,2,85
31,85618.75,29966.56,0,5,1,Propia,Consumo,20548.5,1,1,59,RECHAZADO,0,1,0.35,MODERADO,3,85
31,23391.67,8187.08,0,0,1,Propia,Consumo,25263.0,1,1,8,RECHAZADO,0,1,0.35,MODERADO,3,85
32,26384.62,5276.92,0,5,1,Rentada,Educacion,50000.0,1,1,60,RECHAZADO,0,1,0.2,BAJO,3,85
55,12531.94,4386.18,1,0,1,Familiar,Consumo,27069.0,1,1,30,RECHAZADO,0,1,0.35,MODERADO,2,85
46,3804.63,1331.62,0,2,1,Propia,Consumo,24654.0,1,1,23,RECHAZADO,0,1,0.35,MODERADO,2,85
43,3000.0,150.0,0,2,1,Propia,Consumo,15918.0,1,1,27,RECHAZADO,0,1,0.05,BAJO,2,80
39,4773.61,1670.76,2,0,1,Propia,Consumo,15466.5,1,1,70,REVISION_MANUAL,0,1,0.35,MODERADO,4,80
28,4403.0,1541.05,0,2,1,Propia,Negocio,19813.5,1,1,35,RECHAZADO,0,1,0.35,MODERADO,3,80
27,3000.0,1050.0,0,2,1,Propia,Consumo,8421.0,1,1,22,RECHAZADO,0,1,0.35,MODERADO,2,80
43,6764.33,1691.08,0,8,1,Propia,Consumo,30439.5,1,1,44,RECHAZADO,0,1,0.25,MODERADO,3,85
43,3844.75,961.19,0,5,1,Propia,Consumo,23068.5,1,1,42,RECHAZADO,0,1,0.25,MODERADO,3,85
27,3000.0,1050.0,1,0,1,Propia,Consumo,11056.5,1,1,39,RECHAZADO,0,1,0.35,MODERADO,3,80
20,3442.25,1204.79,2,8,1,Propia,Consumo,20653.5,1,1,0,RECHAZADO,0,1,0.0,N/A,0,80
35,12820.96,4487.34,0,5,1,Propia,Consumo,50000.0,1,1,48,RECHAZADO,0,1,0.35,MODERADO,3,85
35,14199.31,4969.76,0,8,1,Propia,Consumo,50000.0,1,1,48,RECHAZADO,0,1,0.35,MODERADO,3,85
23,123535.42,30883.86,0,2,1,Rentada,Educacion,50000.0,1,1,30,RECHAZADO,0,1,0.25,MODERADO,2,85
47,6985.42,2444.9,0,5,1,Propia,Consumo,10059.0,1,1,44,RECHAZADO,0,1,0.35,MODERADO,3,80
34,3182.0,636.4,0,5,1,Propia,Consumo,16705.5,1,1,46,RECHAZADO,0,1,0.2,BAJO,3,80
29,4114.5,1440.07,0,8,1,Propia,Consumo,28801.5,1,1,42,RECHAZADO,0,1,0.35,MODERADO,3,85
46,3000.0,150.0,0,2,1,Propia,Consumo,12064.5,1,1,27,RECHAZADO,0,1,0.05,BAJO,2,80
20,38295.83,13403.54,2,8,1,Propia,Consumo,13786.5,1,1,0,RECHAZADO,0,1,0.0,N/A,0,80
36,13104.0,4586.4,0,0,1,Familiar,Consumo,19656.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,2,80
33,3601.5,1260.52,0,2,1,Propia,Emergencia,21609.0,1,1,24,RECHAZADO,0,1,0.35,MODERADO,2,85
25,13844.44,4845.55,1,2,1,Propia,Consumo,22428.0,1,1,74,REVISION_MANUAL,0,1,0.35,MODERADO,2,85
37,3000.0,150.0,0,8,1,Propia,Consumo,13513.5,1,1,46,RECHAZADO,0,1,0.05,BAJO,3,80
65,3394.0,1187.9,0,0,1,Propia,Emergencia,35637.0,1,1,0,RECHAZADO,0,1,0.35,MODERADO,3,85
30,11812.5,4134.38,1,2,1,Propia,Consumo,17010.0,1,1,73,REVISION_MANUAL,0,1,0.35,MODERADO,2,80
29,11501.87,5175.84,0,2,1,Propia,Consumo,27604.5,1,1,0,RECHAZADO,0,1,0.45,ALTO,3,85
41,5805.33,1451.33,0,8,1,Rentada,Educacion,13062.0,1,1,41,RECHAZADO,0,1,0.25,MODERADO,3,80
30,12896.33,3224.08,0,2,1,Propia,Consumo,50000.0,1,1,29,RECHAZADO,0,1,0.25,MODERADO,2,85
29,4688.25,1640.89,2,0,1,Propia,Consumo,28129.5,1,1,60,RECHAZADO,0,1,0.35,MODERADO,3,85
36,31062.5,10871.88,0,2,1,Rentada,Consumo,41002.5,1,1,22,RECHAZADO,0,1,0.35,MODERADO,1,85
27,3000.0,1050.0,1,0,1,Propia,Consumo,3601.5,1,1,39,RECHAZADO,0,1,0.35,MODERADO,3,80
32,14887.96,5210.79,2,0,1,Propia,Consumo,48237.0,1,1,77,REVISION_MANUAL,0,1,0.35,MODERADO,4,85
